rank,discipline,yrs.since.phd,yrs.service,sex,salary,institution
AssocProf,B,13,6,Male,113156,University of California Davis
Prof,B,34,20,Male,135606,University of California Davis
Prof,A,38,35,Male,93806,University of California Davis
Prof,A,20,20,Male,128406,University of California Davis
AsstProf,A,3,1,Male,69906,University of California Davis
AssocProf,A,9,7,Male,76006,University of California Davis
Prof,A,16,11,Male,94181,University of California Davis
Proof,A,39,38,Male,139906,University of California Davis
Prof,A,29,27,Female,97006,University of California Davis
AssocProf,A,26,24,Female,79306,University of California Davis
Prof,A,38,19,Male,154756,University of California Davis
Prof,A,36,19,Female,123561,University of California Davis
AsstProf,A,8,3,Male,75706,University of California Davis
Prof,A,28,17,Male,87706,University of California Davis
Prof,A,25,25,Male,120006,University of California Davis
AsstProf,A,7,6,Female,69106,University of California Davis
Prof,A,46,40,Male,83208,University of California Davis
Prof,A,19,6,Male,102206,University of California Davis
AsstProf,A,5,3,Male,61473,Yale
Prof,A,31,30,Male,115148,Yale
Prof,A,38,37,Male,94873,Yale
Prof,A,23,23,Male,100473,Yale
Prof,A,19,23,Male,76546,Yale
Prof,A,17,11,Female,82723,Yale
Prof,A,30,23,Male,83373,Yale
Prof,A,21,18,Male,93373,Yale
Prof,A,28,23,Male,121073,Yale
Prof,A,29,7,Male,196273,Yale
Prof,A,39,39,Male,101273,Yale
Prof,A,20,8,Male,94273,Yale
Prof,A,31,12,Male,124273,Yale
AsstProf,A,4,2,Female,69773,Yale
Prof,A,28,7,Female,108723,Yale
AssocProf,A,12,8,Male,75273,Yale
Prof,A,22,22,Male,132573,Yale
AssocProf,A,30,23,Male,66273,Yale
AsstProf,A,9,3,Male,66073,Yale
Prof,A,32,30,Male,84823,Yale
AssocProf,A,41,33,Male,80873,Yale
Prof,A,45,45,Male,99823,Yale
Prof,A,31,26,Male,113473,Yale
Prof,A,31,31,Male,118273,Yale
Prof,A,37,35,Male,91273,Yale
Prof,A,36,30,Male,127073,Yale
Prof,A,43,43,Male,136213,Yale
Prof,A,14,10,Male,96623,Yale
Prof,A,47,44,Male,81923,Yale
Prof,A,13,7,Male,95973,Yale
Prof,A,42,40,Male,135523,Yale
Prof,A,42,18,Male,187073,Yale
AsstProf,A,4,1,Male,65273,Yale
AsstProf,A,8,4,Male,66273,Yale
AsstProf,A,8,3,Female,70773,Yale
Prof,A,12,6,Male,85273,Yale
Prof,A,52,48,Male,99473,Yale
Prof,A,31,27,Male,155473,Yale
Prof,A,24,18,Male,99373,Yale
Prof,A,46,46,Male,92873,Yale
Prof,A,39,38,Male,134282,Stanford
Prof,A,37,27,Male,101382,Stanford
Prof,A,51,51,Male,55582,Stanford
Prof,A,45,43,Male,153647,Stanford
AssocProf,A,8,6,Male,86432,Stanford
AssocProf,A,49,49,Male,79582,Stanford
Prof,A,28,27,Male,113582,Stanford
AsstProf,A,2,0,Male,82782,Stanford
Prof,A,29,27,Male,148282,Stanford
AsstProf,A,8,5,Male,71782,Stanford
Prof,A,33,7,Male,172282,Stanford
Prof,A,32,28,Male,166282,Stanford
Prof,A,39,9,Male,181582,Stanford
AssocProf,A,11,1,Male,102582,Stanford
Prof,A,19,7,Male,105082,Stanford
Prof,A,40,36,Male,94932,Stanford
Prof,A,18,18,Male,124082,Stanford
Prof,A,17,11,Male,146582,Stanford
Prof,A,49,43,Male,70082,Stanford
AssocProf,A,45,39,Male,68482,Stanford
Prof,A,39,36,Male,86382,Stanford
Prof,A,27,16,Male,124882,Stanford
Prof,A,28,13,Male,168282,Stanford
Prof,A,14,4,Male,103042,Stanford
Prof,A,46,44,Male,141832,Stanford
Prof,A,33,31,Male,109132,Stanford
AsstProf,A,7,4,Male,72282,Stanford
Prof,A,31,28,Male,120282,Stanford
AsstProf,A,5,0,Male,71782,Stanford
Prof,A,22,15,Male,164582,Stanford
Prof,A,20,7,Male,89832,Stanford
Prof,A,14,9,Male,105882,Stanford
Prof,A,29,19,Male,92132,Stanford
Prof,A,35,35,Male,98133,Stanford
Prof,A,22,6,Male,144582,Stanford
AsstProf,B,6,3,Male,82498,Stanford
AssocProf,B,12,9,Female,68847,Stanford
Prof,B,46,45,Male,65341,Stanford
Prof,B,16,16,Male,132332,Stanford
Prof,B,16,15,Male,132809,Stanford
Prof,B,24,23,Male,98546,Penn State
AssocProf,B,9,9,Male,89760,Penn State
AssocProf,B,13,11,Male,120549,Penn State
Prof,B,24,15,Female,155219,Penn State
Prof,B,30,31,Male,156339,Penn State
AsstProf,B,8,4,Male,78618,Penn State
Prof,B,23,15,Male,118832,Penn State
Prof,B,37,37,Male,145768,Penn State
AssocProf,B,10,10,Male,93365,Penn State
Prof,B,23,23,Male,128896,Penn State
Prof,B,49,60,Male,186371,Penn State
Prof,B,20,9,Male,110636,Penn State
Prof,B,18,10,Female,99568,Penn State
Prof,B,33,19,Male,139216,Penn State
AssocProf,B,19,6,Female,98660,Penn State
Prof,B,36,38,Male,145563,Penn State
Prof,B,35,23,Male,92171,Penn State
Prof,B,13,12,Male,139118,Penn State
Prof,B,32,25,Male,122582,Penn State
Prof,B,37,15,Male,131435,Penn State
Prof,B,13,11,Male,100349,Penn State
Prof,B,17,17,Female,118430,Penn State
Prof,B,38,38,Male,108714,Penn State
Prof,B,31,31,Male,156268,Penn State
Prof,B,32,35,Male,144494,Penn State
Prof,B,15,10,Male,102104,Penn State
Prof,B,41,27,Male,136141,Penn State
Prof,B,39,33,Male,122368,Penn State
AsstProf,B,4,3,Male,74257,Penn State
Prof,B,27,28,Male,138427,Penn State
Prof,B,56,49,Male,181078,Penn State
Prof,B,38,38,Male,87637,Penn State
Prof,B,26,27,Male,136618,Penn State
Prof,B,22,20,Male,132118,Penn State
AsstProf,B,8,1,Male,77718,Penn State
Prof,B,25,21,Male,139146,Penn State
Prof,A,49,40,Male,82827,Penn State
Prof,A,39,35,Male,101427,Penn State
Prof,A,28,14,Female,104072,Penn State
AsstProf,A,11,4,Male,72903,Penn State
Prof,A,14,11,Male,115308,Northwestern
Prof,A,23,15,Female,103008,Northwestern
Prof,A,30,30,Male,132133,Northwestern
AssocProf,A,20,17,Male,74647,Northwestern
Prof,A,43,43,Male,198862,Northwestern
Prof,A,43,40,Male,94398,Northwestern
Prof,A,15,10,Male,108797,Northwestern
AssocProf,A,10,1,Male,101775,Northwestern
Prof,A,35,30,Male,125312,Northwestern
Prof,A,33,31,Male,128052,Northwestern
AssocProf,A,13,8,Male,71544,Northwestern
Prof,A,23,20,Male,103877,Northwestern
Prof,A,12,7,Male,103069,Northwestern
Prof,A,30,26,Male,130022,Northwestern
Prof,A,27,19,Male,96637,Northwestern
Prof,A,28,26,Male,97011,Northwestern
AsstProf,A,4,1,Male,68218,Northwestern
AsstProf,A,6,3,Male,70443,Northwestern
Prof,A,38,38,Male,144042,Northwestern
AssocProf,A,11,8,Male,97483,Northwestern
AsstProf,A,8,3,Male,69358,Northwestern
Prof,A,27,23,Male,165867,Northwestern
AssocProf,A,8,5,Male,80257,Northwestern
Prof,A,44,44,Male,98362,Northwestern
Prof,A,27,21,Male,118554,Northwestern
Prof,A,15,9,Male,107692,Northwestern
Prof,A,29,27,Male,132581,Northwestern
Prof,A,29,15,Male,102667,Northwestern
Prof,A,38,36,Male,112812,Northwestern
Prof,A,33,18,Male,179385,Northwestern
Prof,A,40,19,Male,159967,Northwestern
Prof,A,30,19,Male,144654,Northwestern
Prof,A,33,30,Male,96468,Northwestern
Prof,A,31,19,Male,143926,Northwestern
Prof,A,42,25,Male,95100,Northwestern
Prof,A,25,15,Male,88691,Northwestern
AsstProf,A,8,4,Male,74397,Northwestern
