rank,discipline,yrs.since.phd,yrs.service,sex,salary,institution
AssocProf,B,48,53,Male,96455,UCLA
AssocProf,B,9,7,Male,120055,UCLA
AsstProf,B,4,4,Male,99155,UCLA
AsstProf,B,4,4,Male,98455,UCLA
Prof,B,34,33,Male,195864,UCLA
Prof,B,38,22,Male,120955,UCLA
AsstProf,B,4,4,Male,90304,University of California Davis
Prof,B,40,40,Male,117304,University of California Davis
Prof,B,28,17,Male,158004,University of California Davis
Prof,B,17,17,Male,150104,University of California Davis
Prof,B,19,5,Male,162604,University of California Davis
Prof,B,21,2,Male,94149,University of California Davis
Prof,B,35,33,Male,159804,University of California Davis
Prof,B,18,18,Male,117604,University of California Davis
AsstProf,B,7,2,Male,88904,University of California Davis
Prof,B,20,20,Male,160804,University of California Davis
AsstProf,B,4,3,Male,88604,University of California Davis
Prof,B,39,39,Male,108954,University of California Davis
Prof,B,15,7,Male,126004,University of California Davis
Prof,B,26,19,Male,123804,University of California Davis
AssocProf,B,11,1,Male,116304,University of California Davis
Prof,B,16,11,Male,142954,University of California Davis
Prof,B,15,11,Male,143604,University of California Davis
AssocProf,B,29,22,Male,102954,University of California Davis
AssocProf,B,14,7,Female,107254,University of California Davis
Prof,B,13,11,Male,117104,University of California Davis
Prof,B,21,21,Male,167604,University of California Davis
Prof,B,23,10,Male,142804,University of California Davis
AssocProf,B,13,6,Male,104754,University of California Davis
Prof,B,34,20,Male,127204,University of California Davis
Prof,A,38,35,Male,85404,University of California Davis
Prof,A,20,20,Male,120004,University of California Davis
AsstProf,A,3,1,Male,61504,University of California Davis
AssocProf,A,9,7,Male,67604,University of California Davis
Prof,A,16,11,Male,85779,University of California Davis
Prof,A,39,38,Male,131504,University of California Davis
Prof,A,29,27,Female,88604,University of California Davis
AssocProf,A,26,24,Female,70904,University of California Davis
Prof,A,38,19,Male,146354,University of California Davis
Prof,A,36,19,Female,115159,University of California Davis
AsstProf,A,8,3,Male,67304,University of California Davis
Prof,A,28,17,Male,79304,University of California Davis
Prof,A,25,25,Male,111604,University of California Davis
AsstProf,A,7,6,Female,60704,University of California Davis
Prof,A,46,40,Male,74806,University of California Davis
Prof,A,19,6,Male,93804,University of California Davis
AsstProf,A,5,3,Male,61767,Yale
Prof,A,31,30,Male,115442,Yale
Prof,A,38,37,Male,95167,Yale
Prof,A,23,23,Male,100767,Yale
Prof,A,19,23,Male,76840,Yale
Prof,A,17,11,Female,83017,Yale
Prof,A,30,23,Male,83667,Yale
Prof,A,21,18,Male,93667,Yale
Prof,A,28,23,Male,121367,Yale
Prof,A,29,7,Male,196567,Yale
Prof,A,39,39,Male,101567,Yale
Prof,A,20,8,Male,94567,Yale
Prof,A,31,12,Male,124567,Yale
AsstProf,A,4,2,Female,70067,Yale
Prof,A,28,7,Female,109017,Yale
AssocProf,A,12,8,Male,75567,Yale
Prof,A,22,22,Male,132867,Yale
AssocProf,A,30,23,Male,66567,Yale
AsstProf,A,9,3,Male,66367,Yale
Prof,A,32,30,Male,85117,Yale
AssocProf,A,41,33,Male,81167,Yale
Prof,A,45,45,Male,100117,Yale
Prof,A,31,26,Male,113767,Yale
Prof,A,31,31,Male,118567,Yale
Prof,A,37,35,Male,91567,Yale
Prof,A,36,30,Male,127367,Yale
Prof,A,43,43,Male,136507,Yale
Prof,A,14,10,Male,96917,Yale
Prof,A,47,44,Male,82217,Yale
Prof,A,13,7,Male,96267,Yale
Prof,A,42,40,Male,135817,Yale
Prof,A,42,18,Male,187367,Yale
AsstProf,A,4,1,Male,65567,Yale
AsstProf,A,8,4,Male,66567,Yale
AsstProf,A,8,3,Female,71067,Yale
Prof,A,12,6,Male,85567,Yale
Prof,A,52,48,Male,99767,Yale
Prof,A,31,27,Male,155767,Yale
Prof,A,24,18,Male,99667,Yale
Prof,A,46,46,Male,93167,Yale
Prof,A,39,38,Male,122897,Stanford
Prof,A,37,27,Male,89997,Stanford
Prof,A,51,51,Male,44197,Stanford
Prof,A,45,43,Male,142262,Stanford
AssocProf,A,8,6,Male,75047,Stanford
AssocProf,A,49,49,Male,68197,Stanford
Prof,A,28,27,Male,102197,Stanford
AsstProf,A,2,0,Male,71397,Stanford
Prof,A,29,27,Male,136897,Stanford
AsstProf,A,8,5,Male,60397,Stanford
Prof,A,33,7,Male,160897,Stanford
Prof,A,32,28,Male,154897,Stanford
Prof,A,39,9,Male,170197,Stanford
AssocProf,A,11,1,Male,91197,Stanford
Prof,A,19,7,Male,93697,Stanford
Prof,A,40,36,Male,83547,Stanford
Prof,A,18,18,Male,112697,Stanford
Prof,A,17,11,Male,135197,Stanford
Prof,A,49,43,Male,58697,Stanford
AssocProf,A,45,39,Male,57097,Stanford
Prof,A,39,36,Male,74997,Stanford
Prof,A,27,16,Male,113497,Stanford
Prof,A,28,13,Male,156897,Stanford
Prof,A,14,4,Male,91657,Stanford
Prof,A,46,44,Male,130447,Stanford
Prof,A,33,31,Male,97747,Stanford
AsstProf,A,7,4,Male,60897,Stanford
Prof,A,31,28,Male,108897,Stanford
AsstProf,A,5,0,Male,60397,Stanford
Prof,A,22,15,Male,153197,Stanford
Prof,A,20,7,Male,78447,Stanford
Prof,A,14,9,Male,94497,Stanford
Prof,A,29,19,Male,80747,Stanford
Prof,A,35,35,Male,86748,Stanford
Prof,A,22,6,Male,133197,Stanford
AsstProf,B,6,3,Male,71113,Stanford
AssocProf,B,12,9,Female,57462,Stanford
Prof,B,46,45,Male,53956,Stanford
Prof,B,16,16,Male,120947,Stanford
Prof,B,16,15,Male,121424,Stanford
Prof,B,24,23,Male,111563,Penn State
AssocProf,B,9,9,Male,102777,Penn State
AssocProf,B,13,11,Male,133566,Penn State
Prof,B,24,15,Female,168236,Penn State
Prof,B,30,31,Male,169356,Penn State
AsstProf,B,8,4,Male,91635,Penn State
Prof,B,23,15,Male,131849,Penn State
Prof,B,37,37,Male,158785,Penn State
AssocProf,B,10,10,Male,106382,Penn State
Prof,B,23,23,Male,141913,Penn State
Prof,B,49,60,Male,199388,Penn State
Prof,B,20,9,Male,123653,Penn State
Prof,B,18,10,Female,112585,Penn State
Prof,B,33,19,Male,152233,Penn State
AssocProf,B,19,6,Female,111677,Penn State
Prof,B,36,38,Male,158580,Penn State
Prof,B,35,23,Male,105188,Penn State
Prof,B,13,12,Male,152135,Penn State
Prof,B,32,25,Male,135599,Penn State
Prof,B,37,15,Male,144452,Penn State
Prof,B,13,11,Male,113366,Penn State
Prof,B,17,17,Female,131447,Penn State
Prof,B,38,38,Male,121731,Penn State
Prof,B,31,31,Male,169285,Penn State
Prof,B,32,35,Male,157511,Penn State
Prof,B,15,10,Male,115121,Penn State
Prof,B,41,27,Male,149158,Penn State
Prof,B,39,33,Male,135385,Penn State
AsstProf,B,4,3,Male,87274,Penn State
Prof,B,27,28,Male,151444,Penn State
Prof,B,56,49,Male,194095,Penn State
Prof,B,38,38,Male,100654,Penn State
Prof,B,26,27,Male,149635,Penn State
Prof,B,22,20,Male,145135,Penn State
AsstProf,B,8,1,Male,90735,Penn State
Prof,B,25,21,Male,152163,Penn State
Prof,A,49,40,Male,95844,Penn State
Prof,A,39,35,Male,114444,Penn State
Prof,A,28,14,Female,117089,Penn State
AsstProf,A,11,4,Male,85920,Penn State
Prof,A,14,11,Male,119864,Northwestern
Prof,A,23,15,Female,107564,Northwestern
Prof,A,30,30,Male,136689,Northwestern
AssocProf,A,20,17,Male,79203,Northwestern
Prof,A,43,43,Male,203418,Northwestern
Prof,A,43,40,Male,98954,Northwestern
Prof,A,15,10,Male,113353,Northwestern
AssocProf,A,10,1,Male,106331,Northwestern
Prof,A,35,30,Male,129868,Northwestern
Prof,A,33,31,Male,132608,Northwestern
AssocProf,A,13,8,Male,76100,Northwestern
Prof,A,23,20,Male,108433,Northwestern
Prof,A,12,7,Male,107625,Northwestern
Prof,A,30,26,Male,134578,Northwestern
Prof,A,27,19,Male,101193,Northwestern
Prof,A,28,26,Male,101567,Northwestern
AsstProf,A,4,1,Male,72774,Northwestern
AsstProf,A,6,3,Male,74999,Northwestern
Prof,A,38,38,Male,148598,Northwestern
AssocProf,A,11,8,Male,102039,Northwestern
AsstProf,A,8,3,Male,73914,Northwestern
Prof,A,27,23,Male,170423,Northwestern
AssocProf,A,8,5,Male,84813,Northwestern
Prof,A,44,44,Male,102918,Northwestern
Prof,A,27,21,Male,123110,Northwestern
Prof,A,15,9,Male,112248,Northwestern
Prof,A,29,27,Male,137137,Northwestern
Prof,A,29,15,Male,107223,Northwestern
Prof,A,38,36,Male,117368,Northwestern
Prof,A,33,18,Male,183941,Northwestern
Prof,A,40,19,Male,164523,Northwestern
Prof,A,30,19,Male,149210,Northwestern
Prof,A,33,30,Male,101024,Northwestern
Prof,A,31,19,Male,148482,Northwestern
Prof,A,42,25,Male,99656,Northwestern
Prof,A,25,15,Male,93247,Northwestern
AsstProf,A,8,4,Male,78953,Northwestern
