"rank","discipline","yrs.since.phd","yrs.service","sex","salary","institution"
"AssocProf","B",10,7,"Male",96983,"UCLA"
"AssocProf","B",13,9,"Male",102491,"UCLA"
"Prof","B",27,14,"Male",148896,"UCLA"
"AsstProf","B",3,3,"Female",93547,"UCLA"
"Prof","B",11,11,"Male",144014,"UCLA"
"Prof","B",18,5,"Male",142683,"UCLA"
"AssocProf","B",8,8,"Male",101547,"UCLA"
"Prof","B",26,22,"Male",151547,"UCLA"
"Prof","B",23,23,"Male",102547,"UCLA"
"Prof","B",33,30,"Male",135547,"UCLA"
"AssocProf","B",13,10,"Female",105297,"UCLA"
"Prof","B",18,10,"Male",109047,"UCLA"
"AssocProf","B",28,28,"Male",107847,"UCLA"
"Prof","B",25,19,"Male",155297,"UCLA"
"Prof","B",22,9,"Male",181547,"UCLA"
"Prof","B",43,22,"Male",135247,"UCLA"
"Prof","B",19,18,"Male",123647,"UCLA"
"AssocProf","B",19,19,"Male",87797,"UCLA"
"AssocProf","B",48,53,"Male",91547,"UCLA"
"AssocProf","B",9,7,"Male",115147,"UCLA"
"AsstProf","B",4,4,"Male",94247,"UCLA"
"AsstProf","B",4,4,"Male",93547,"UCLA"
"Prof","B",34,33,"Male",190956,"UCLA"
"Prof","B",38,22,"Male",116047,"UCLA"
"AsstProf","B",4,4,"Male",95544,"University of California Davis"
"Prof","B",40,40,"Male",122544,"University of California Davis"
"Prof","B",28,17,"Male",163244,"University of California Davis"
"Prof","B",17,17,"Male",155344,"University of California Davis"
"Prof","B",19,5,"Male",167844,"University of California Davis"
"Prof","B",21,2,"Male",99389,"University of California Davis"
"Prof","B",35,33,"Male",165044,"University of California Davis"
"Prof","B",18,18,"Male",122844,"University of California Davis"
"AsstProf","B",7,2,"Male",94144,"University of California Davis"
"Prof","B",20,20,"Male",166044,"University of California Davis"
"AsstProf","B",4,3,"Male",93844,"University of California Davis"
"Prof","B",39,39,"Male",114194,"University of California Davis"
"Prof","B",15,7,"Male",131244,"University of California Davis"
"Prof","B",26,19,"Male",129044,"University of California Davis"
"AssocProf","B",11,1,"Male",121544,"University of California Davis"
"Prof","B",16,11,"Male",148194,"University of California Davis"
"Prof","B",15,11,"Male",148844,"University of California Davis"
"AssocProf","B",29,22,"Male",108194,"University of California Davis"
"AssocProf","B",14,7,"Female",112494,"University of California Davis"
"Prof","B",13,11,"Male",122344,"University of California Davis"
"Prof","B",21,21,"Male",172844,"University of California Davis"
"Prof","B",23,10,"Male",148044,"University of California Davis"
"AssocProf","B",13,6,"Male",109994,"University of California Davis"
"Prof","B",34,20,"Male",132444,"University of California Davis"
"Prof","A",38,35,"Male",90644,"University of California Davis"
"Prof","A",20,20,"Male",125244,"University of California Davis"
"AsstProf","A",3,1,"Male",66744,"University of California Davis"
"AssocProf","A",9,7,"Male",72844,"University of California Davis"
"Prof","A",16,11,"Male",91019,"University of California Davis"
"Prof","A",39,38,"Male",136744,"University of California Davis"
"Prof","A",29,27,"Female",93844,"University of California Davis"
"AssocProf","A",26,24,"Female",76144,"University of California Davis"
"Prof","A",38,19,"Male",151594,"University of California Davis"
"Prof","A",36,19,"Female",120399,"University of California Davis"
"AsstProf","A",8,3,"Male",72544,"University of California Davis"
"Prof","A",28,17,"Male",84544,"University of California Davis"
"Prof","A",25,25,"Male",116844,"University of California Davis"
"AsstProf","A",7,6,"Female",65944,"University of California Davis"
"Prof","A",46,40,"Male",80046,"University of California Davis"
"Prof","A",19,6,"Male",99044,"University of California Davis"
"AsstProf","A",5,3,"Male",80414,"Yale"
"Prof","A",31,30,"Male",134089,"Yale"
"Prof","A",38,37,"Male",113814,"Yale"
"Prof","A",23,23,"Male",119414,"Yale"
"Prof","A",19,23,"Male",95487,"Yale"
"Prof","A",17,11,"Female",101664,"Yale"
"Prof","A",30,23,"Male",102314,"Yale"
"Prof","A",21,18,"Male",112314,"Yale"
"Prof","A",28,23,"Male",140014,"Yale"
"Prof","A",29,7,"Male",215214,"Yale"
"Prof","A",39,39,"Male",120214,"Yale"
"Prof","A",20,8,"Male",113214,"Yale"
"Prof","A",31,12,"Male",143214,"Yale"
"AsstProf","A",4,2,"Female",88714,"Yale"
"Prof","A",28,7,"Female",127664,"Yale"
"AssocProf","A",12,8,"Male",94214,"Yale"
"Prof","A",22,22,"Male",151514,"Yale"
"AssocProf","A",30,23,"Male",85214,"Yale"
"AsstProf","A",9,3,"Male",85014,"Yale"
"Prof","A",32,30,"Male",103764,"Yale"
"AssocProf","A",41,33,"Male",99814,"Yale"
"Prof","A",45,45,"Male",118764,"Yale"
"Prof","A",31,26,"Male",132414,"Yale"
"Prof","A",31,31,"Male",137214,"Yale"
"Prof","A",37,35,"Male",110214,"Yale"
"Prof","A",36,30,"Male",146014,"Yale"
"Prof","A",43,43,"Male",155154,"Yale"
"Prof","A",14,10,"Male",115564,"Yale"
"Prof","A",47,44,"Male",100864,"Yale"
"Prof","A",13,7,"Male",114914,"Yale"
"Prof","A",42,40,"Male",154464,"Yale"
"Prof","A",42,18,"Male",206014,"Yale"
"AsstProf","A",4,1,"Male",84214,"Yale"
"AsstProf","A",8,4,"Male",85214,"Yale"
"AsstProf","A",8,3,"Female",89714,"Yale"
"Prof","A",12,6,"Male",104214,"Yale"
"Prof","A",52,48,"Male",118414,"Yale"
"Prof","A",31,27,"Male",174414,"Yale"
"Prof","A",24,18,"Male",118314,"Yale"
"Prof","A",46,46,"Male",111814,"Yale"
"Prof","A",39,38,"Male",134560,"Stanford"
"Prof","A",37,27,"Male",101660,"Stanford"
"Prof","A",51,51,"Male",55860,"Stanford"
"Prof","A",45,43,"Male",153925,"Stanford"
"AssocProf","A",8,6,"Male",86710,"Stanford"
"AssocProf","A",49,49,"Male",79860,"Stanford"
"Prof","A",28,27,"Male",113860,"Stanford"
"AsstProf","A",2,0,"Male",83060,"Stanford"
"Prof","A",29,27,"Male",148560,"Stanford"
"AsstProf","A",8,5,"Male",72060,"Stanford"
"Prof","A",33,7,"Male",172560,"Stanford"
"Prof","A",32,28,"Male",166560,"Stanford"
"Prof","A",39,9,"Male",181860,"Stanford"
"AssocProf","A",11,1,"Male",102860,"Stanford"
"Prof","A",19,7,"Male",105360,"Stanford"
"Prof","A",40,36,"Male",95210,"Stanford"
"Prof","A",18,18,"Male",124360,"Stanford"
"Prof","A",17,11,"Male",146860,"Stanford"
"Prof","A",49,43,"Male",70360,"Stanford"
"AssocProf","A",45,39,"Male",68760,"Stanford"
"Prof","A",39,36,"Male",86660,"Stanford"
"Prof","A",27,16,"Male",125160,"Stanford"
"Prof","A",28,13,"Male",168560,"Stanford"
"Prof","A",14,4,"Male",103320,"Stanford"
"Prof","A",46,44,"Male",142110,"Stanford"
"Prof","A",33,31,"Male",109410,"Stanford"
"AsstProf","A",7,4,"Male",72560,"Stanford"
"Prof","A",31,28,"Male",120560,"Stanford"
"AsstProf","A",5,0,"Male",72060,"Stanford"
"Prof","A",22,15,"Male",164860,"Stanford"
"Prof","A",20,7,"Male",90110,"Stanford"
"Prof","A",14,9,"Male",106160,"Stanford"
"Prof","A",29,19,"Male",92410,"Stanford"
"Prof","A",35,35,"Male",98411,"Stanford"
"Prof","A",22,6,"Male",144860,"Stanford"
"AsstProf","B",6,3,"Male",82776,"Stanford"
"AssocProf","B",12,9,"Female",69125,"Stanford"
"Prof","B",46,45,"Male",65619,"Stanford"
"Prof","B",16,16,"Male",132610,"Stanford"
"Prof","B",16,15,"Male",133087,"Stanford"
"Prof","B",24,23,"Male",98116,"Penn State"
"AssocProf","B",9,9,"Male",89330,"Penn State"
"AssocProf","B",13,11,"Male",120119,"Penn State"
"Prof","B",24,15,"Female",154789,"Penn State"
"Prof","B",30,31,"Male",155909,"Penn State"
"AsstProf","B",8,4,"Male",78188,"Penn State"
"Prof","B",23,15,"Male",118402,"Penn State"
"Prof","B",37,37,"Male",145338,"Penn State"
"AssocProf","B",10,10,"Male",92935,"Penn State"
"Prof","B",23,23,"Male",128466,"Penn State"
"Prof","B",49,60,"Male",185941,"Penn State"
"Prof","B",20,9,"Male",110206,"Penn State"
"Prof","B",18,10,"Female",99138,"Penn State"
"Prof","B",33,19,"Male",138786,"Penn State"
"AssocProf","B",19,6,"Female",98230,"Penn State"
"Prof","B",36,38,"Male",145133,"Penn State"
"Prof","B",35,23,"Male",91741,"Penn State"
"Prof","B",13,12,"Male",138688,"Penn State"
"Prof","B",32,25,"Male",122152,"Penn State"
"Prof","B",37,15,"Male",131005,"Penn State"
"Prof","B",13,11,"Male",99919,"Penn State"
"Prof","B",17,17,"Female",118000,"Penn State"
"Prof","B",38,38,"Male",108284,"Penn State"
"Prof","B",31,31,"Male",155838,"Penn State"
"Prof","B",32,35,"Male",144064,"Penn State"
"Prof","B",15,10,"Male",101674,"Penn State"
"Prof","B",41,27,"Male",135711,"Penn State"
"Prof","B",39,33,"Male",121938,"Penn State"
"AsstProf","B",4,3,"Male",73827,"Penn State"
"Prof","B",27,28,"Male",137997,"Penn State"
"Prof","B",56,49,"Male",180648,"Penn State"
"Prof","B",38,38,"Male",87207,"Penn State"
"Prof","B",26,27,"Male",136188,"Penn State"
"Prof","B",22,20,"Male",131688,"Penn State"
"AsstProf","B",8,1,"Male",77288,"Penn State"
"Prof","B",25,21,"Male",138716,"Penn State"
"Prof","A",49,40,"Male",82397,"Penn State"
"Prof","A",39,35,"Male",100997,"Penn State"
"Prof","A",28,14,"Female",103642,"Penn State"
"AsstProf","A",11,4,"Male",72473,"Penn State"
"Prof","A",14,11,"Male",125916,"Northwestern"
"Prof","A",23,15,"Female",113616,"Northwestern"
"Prof","A",30,30,"Male",142741,"Northwestern"
"AssocProf","A",20,17,"Male",85255,"Northwestern"
"Prof","A",43,43,"Male",209470,"Northwestern"
"Prof","A",43,40,"Male",105006,"Northwestern"
"Prof","A",15,10,"Male",119405,"Northwestern"
"AssocProf","A",10,1,"Male",112383,"Northwestern"
"Prof","A",35,30,"Male",135920,"Northwestern"
"Prof","A",33,31,"Male",138660,"Northwestern"
"AssocProf","A",13,8,"Male",82152,"Northwestern"
"Prof","A",23,20,"Male",114485,"Northwestern"
"Prof","A",12,7,"Male",113677,"Northwestern"
"Prof","A",30,26,"Male",140630,"Northwestern"
"Prof","A",27,19,"Male",107245,"Northwestern"
"Prof","A",28,26,"Male",107619,"Northwestern"
"AsstProf","A",4,1,"Male",78826,"Northwestern"
"AsstProf","A",6,3,"Male",81051,"Northwestern"
"Prof","A",38,38,"Male",154650,"Northwestern"
"AssocProf","A",11,8,"Male",108091,"Northwestern"
"AsstProf","A",8,3,"Male",79966,"Northwestern"
"Prof","A",27,23,"Male",176475,"Northwestern"
"AssocProf","A",8,5,"Male",90865,"Northwestern"
"Prof","A",44,44,"Male",108970,"Northwestern"
"Prof","A",27,21,"Male",129162,"Northwestern"
"Prof","A",15,9,"Male",118300,"Northwestern"
"Prof","A",29,27,"Male",143189,"Northwestern"
"Prof","A",29,15,"Male",113275,"Northwestern"
"Prof","A",38,36,"Male",123420,"Northwestern"
"Prof","A",33,18,"Male",189993,"Northwestern"
"Prof","A",40,19,"Male",170575,"Northwestern"
"Prof","A",30,19,"Male",155262,"Northwestern"
"Prof","A",33,30,"Male",107076,"Northwestern"
"Prof","A",31,19,"Male",154534,"Northwestern"
"Prof","A",42,25,"Male",105708,"Northwestern"
"Prof","A",25,15,"Male",99299,"Northwestern"
"AsstProf","A",8,4,"Male",85005,"Northwestern"
