"rank","discipline","yrs.since.phd","yrs.service","sex","salary","institution"
"AssocProf","B",9,8,"Male",94140,"Harvard"
"AsstProf","B",3,2,"Male",79079,"Harvard"
"Prof","B",33,31,"Male",113621,"Harvard"
"AssocProf","B",11,11,"Female",107449,"Harvard"
"AsstProf","B",4,3,"Male",72240,"Harvard"
"AssocProf","B",9,8,"Male",104358,"Harvard"
"Prof","B",22,12,"Male",104836,"Harvard"
"Prof","B",35,31,"Male",103254,"Harvard"
"Prof","B",17,17,"Female",115348,"Harvard"
"Prof","B",28,36,"Male",95248,"Harvard"
"Prof","B",17,2,"Male",130156,"Harvard"
"Prof","B",45,45,"Male",150692,"Harvard"
"Prof","B",29,19,"Male",103967,"Harvard"
"Prof","B",35,34,"Male",96227,"Harvard"
"Prof","B",28,23,"Male",117234,"Harvard"
"AsstProf","B",8,3,"Male",77102,"Harvard"
"Prof","B",17,3,"Male",154316,"Harvard"
"Prof","B",26,19,"Male",196836,"Harvard"
"AsstProf","B",3,1,"Male",89936,"Harvard"
"AsstProf","B",6,2,"Male",88076,"Harvard"
"Prof","B",43,28,"Male",146071,"Columbia"
"Prof","B",17,16,"Male",130913,"Columbia"
"Prof","B",22,20,"Male",139968,"Columbia"
"AsstProf","B",6,2,"Male",84153,"Columbia"
"Prof","B",17,18,"Female",118288,"Columbia"
"Prof","B",15,14,"Male",128153,"Columbia"
"Prof","B",37,37,"Male",148036,"Columbia"
"AsstProf","B",2,2,"Male",83728,"Columbia"
"Prof","B",25,25,"Male",167600,"Columbia"
"AssocProf","B",9,7,"Male",102336,"Columbia"
"AsstProf","B",10,5,"Female",92360,"Columbia"
"AssocProf","B",10,7,"Male",100456,"Columbia"
"AssocProf","B",10,7,"Male",100959,"Columbia"
"Prof","B",38,38,"Male",161352,"Columbia"
"Prof","B",21,20,"Male",119011,"Columbia"
"AsstProf","B",4,0,"Male",79328,"Columbia"
"AssocProf","B",17,12,"Male",90939,"Columbia"
"Prof","B",13,7,"Male",125004,"Columbia"
"Prof","B",30,14,"Male",97563,"Columbia"
"Prof","B",41,26,"Male",102017,"Columbia"
"Prof","B",42,25,"Male",128545,"Columbia"
"Prof","B",28,23,"Male",122261,"Columbia"
"Prof","B",16,5,"Male",148631,"Columbia"
"Prof","B",20,14,"Female",122840,"Columbia"
"AssocProf","A",18,10,"Male",79178,"Columbia"
"Prof","A",31,28,"Male",108871,"Columbia"
"AssocProf","A",11,8,"Male",77427,"Columbia"
"AssocProf","A",10,8,"Male",77928,"Columbia"
"AssocProf","A",15,8,"Male",76828,"Columbia"
"Prof","A",40,31,"Male",126533,"Columbia"
"Prof","A",20,16,"Male",107757,"Columbia"
"AssocProf","A",19,16,"Male",77428,"Columbia"
"AsstProf","A",3,1,"Male",67828,"Columbia"
"Prof","A",37,37,"Male",99607,"Columbia"
"Prof","A",12,0,"Female",100328,"Columbia"
"Prof","A",21,9,"Male",116134,"Columbia"
"Prof","A",30,29,"Male",143828,"Columbia"
"Prof","A",39,36,"Male",112843,"Columbia"
"AsstProf","A",4,1,"Male",67828,"Columbia"
"AsstProf","A",5,3,"Female",68828,"Columbia"
"Prof","A",14,14,"Male",109980,"MIT"
"Prof","A",32,32,"Male",118976,"MIT"
"Prof","A",24,22,"Male",91929,"MIT"
"AssocProf","A",25,22,"Female",57551,"MIT"
"Prof","A",24,22,"Male",91281,"MIT"
"Prof","A",54,49,"Male",72829,"MIT"
"Prof","A",28,26,"Male",150167,"MIT"
"AsstProf","A",2,0,"Female",67167,"MIT"
"Prof","A",32,30,"Male",107945,"MIT"
"AsstProf","A",4,2,"Male",67667,"MIT"
"AssocProf","A",11,9,"Male",77668,"MIT"
"Prof","A",56,57,"Male",71507,"MIT"
"AssocProf","A",10,8,"Female",72167,"MIT"
"AsstProf","A",3,1,"Female",67167,"MIT"
"Prof","A",35,25,"Male",163302,"MIT"
"Prof","A",20,18,"Male",130667,"MIT"
"Prof","A",16,14,"Male",102929,"MIT"
"Prof","A",17,14,"Male",100335,"MIT"
"AssocProf","A",10,7,"Male",68544,"MIT"
"Prof","A",21,18,"Male",147331,"MIT"
"AssocProf","A",14,8,"Male",94769,"MIT"
"AssocProf","A",15,10,"Male",76167,"MIT"
"Prof","A",19,11,"Male",101275,"MIT"
"AsstProf","B",3,3,"Male",84609,"MIT"
"Prof","B",27,27,"Male",107363,"MIT"
"Prof","B",28,28,"Male",113682,"MIT"
"AsstProf","B",4,4,"Male",86667,"MIT"
"Prof","B",27,27,"Male",151605,"MIT"
"Prof","B",36,26,"Female",139318,"MIT"
"AsstProf","B",4,3,"Male",89746,"MIT"
"Prof","B",14,12,"Male",122815,"MIT"
"AsstProf","B",4,4,"Male",86667,"MIT"
"Prof","B",21,9,"Male",105835,"MIT"
"AssocProf","B",12,10,"Female",98661,"MIT"
"AsstProf","B",4,0,"Male",86667,"MIT"
"Prof","B",21,21,"Male",113638,"MIT"
"AssocProf","B",12,18,"Male",108008,"MIT"
"AsstProf","B",1,0,"Male",82667,"MIT"
"AssocProf","B",6,6,"Male",90075,"MIT"
"Prof","B",15,16,"Male",131834,"MIT"
"AsstProf","B",2,2,"Male",89034,"UCLA"
"Prof","B",26,19,"Male",176018,"UCLA"
"AssocProf","B",22,7,"Male",98028,"UCLA"
"AsstProf","B",3,3,"Male",89460,"UCLA"
"AsstProf","B",1,0,"Male",88313,"UCLA"
"Prof","B",21,8,"Male",105408,"UCLA"
"Prof","B",16,16,"Male",166802,"UCLA"
"Prof","B",18,19,"Male",130182,"UCLA"
"AssocProf","B",8,6,"Male",100728,"UCLA"
"Prof","B",25,18,"Male",180775,"UCLA"
"AsstProf","B",5,5,"Male",90745,"UCLA"
"Prof","B",19,19,"Male",151093,"UCLA"
"Prof","B",37,24,"Male",92682,"UCLA"
"Prof","B",20,20,"Male",133703,"UCLA"
"AssocProf","B",17,6,"Male",104518,"UCLA"
"Prof","B",28,25,"Male",111269,"UCLA"
"AssocProf","B",10,7,"Male",94954,"UCLA"
"AssocProf","B",13,9,"Male",100462,"UCLA"
"Prof","B",27,14,"Male",146867,"UCLA"
"AsstProf","B",3,3,"Female",91518,"UCLA"
"Prof","B",11,11,"Male",141985,"UCLA"
"Prof","B",18,5,"Male",140654,"UCLA"
"AssocProf","B",8,8,"Male",99518,"UCLA"
"Prof","B",26,22,"Male",149518,"UCLA"
"Prof","B",23,23,"Male",100518,"UCLA"
"Prof","B",33,30,"Male",133518,"UCLA"
"AssocProf","B",13,10,"Female",103268,"UCLA"
"Prof","B",18,10,"Male",107018,"UCLA"
"AssocProf","B",28,28,"Male",105818,"UCLA"
"Prof","B",25,19,"Male",153268,"UCLA"
"Prof","B",22,9,"Male",179518,"UCLA"
"Prof","B",43,22,"Male",133218,"UCLA"
"Prof","B",19,18,"Male",121618,"UCLA"
"AssocProf","B",19,19,"Male",85768,"UCLA"
"AssocProf","B",48,53,"Male",89518,"UCLA"
"AssocProf","B",9,7,"Male",113118,"UCLA"
"AsstProf","B",4,4,"Male",92218,"UCLA"
"AsstProf","B",4,4,"Male",91518,"UCLA"
"Prof","B",34,33,"Male",188927,"UCLA"
"Prof","B",38,22,"Male",114018,"UCLA"
"AsstProf","B",4,4,"Male",101942,"University of California Davis"
"Prof","B",40,40,"Male",128942,"University of California Davis"
"Prof","B",28,17,"Male",169642,"University of California Davis"
"Prof","B",17,17,"Male",161742,"University of California Davis"
"Prof","B",19,5,"Male",174242,"University of California Davis"
"Prof","B",21,2,"Male",105787,"University of California Davis"
"Prof","B",35,33,"Male",171442,"University of California Davis"
"Prof","B",18,18,"Male",129242,"University of California Davis"
"AsstProf","B",7,2,"Male",100542,"University of California Davis"
"Prof","B",20,20,"Male",172442,"University of California Davis"
"AsstProf","B",4,3,"Male",100242,"University of California Davis"
"Prof","B",39,39,"Male",120592,"University of California Davis"
"Prof","B",15,7,"Male",137642,"University of California Davis"
"Prof","B",26,19,"Male",135442,"University of California Davis"
"AssocProf","B",11,1,"Male",127942,"University of California Davis"
"Prof","B",16,11,"Male",154592,"University of California Davis"
"Prof","B",15,11,"Male",155242,"University of California Davis"
"AssocProf","B",29,22,"Male",114592,"University of California Davis"
"AssocProf","B",14,7,"Female",118892,"University of California Davis"
"Prof","B",13,11,"Male",128742,"University of California Davis"
"Prof","B",21,21,"Male",179242,"University of California Davis"
"Prof","B",23,10,"Male",154442,"University of California Davis"
"AssocProf","B",13,6,"Male",116392,"University of California Davis"
"Prof","B",34,20,"Male",138842,"University of California Davis"
"Prof","A",38,35,"Male",97042,"University of California Davis"
"Prof","A",20,20,"Male",131642,"University of California Davis"
"AsstProf","A",3,1,"Male",73142,"University of California Davis"
"AssocProf","A",9,7,"Male",79242,"University of California Davis"
"Prof","A",16,11,"Male",97417,"University of California Davis"
"Prof","A",39,38,"Male",143142,"University of California Davis"
"Prof","A",29,27,"Female",100242,"University of California Davis"
"AssocProf","A",26,24,"Female",82542,"University of California Davis"
"Prof","A",38,19,"Male",157992,"University of California Davis"
"Prof","A",36,19,"Female",126797,"University of California Davis"
"AsstProf","A",8,3,"Male",78942,"University of California Davis"
"Prof","A",28,17,"Male",90942,"University of California Davis"
"Prof","A",25,25,"Male",123242,"University of California Davis"
"AsstProf","A",7,6,"Female",72342,"University of California Davis"
"Prof","A",46,40,"Male",86444,"University of California Davis"
"Prof","A",19,6,"Male",105442,"University of California Davis"
"AsstProf","A",5,3,"Male",73337,"Yale"
"Prof","A",31,30,"Male",127012,"Yale"
"Prof","A",38,37,"Male",106737,"Yale"
"Prof","A",23,23,"Male",112337,"Yale"
"Prof","A",19,23,"Male",88410,"Yale"
"Prof","A",17,11,"Female",94587,"Yale"
"Prof","A",30,23,"Male",95237,"Yale"
"Prof","A",21,18,"Male",105237,"Yale"
"Prof","A",28,23,"Male",132937,"Yale"
"Prof","A",29,7,"Male",208137,"Yale"
"Prof","A",39,39,"Male",113137,"Yale"
"Prof","A",20,8,"Male",106137,"Yale"
"Prof","A",31,12,"Male",136137,"Yale"
"AsstProf","A",4,2,"Female",81637,"Yale"
"Prof","A",28,7,"Female",120587,"Yale"
"AssocProf","A",12,8,"Male",87137,"Yale"
"Prof","A",22,22,"Male",144437,"Yale"
"AssocProf","A",30,23,"Male",78137,"Yale"
"AsstProf","A",9,3,"Male",77937,"Yale"
"Prof","A",32,30,"Male",96687,"Yale"
"AssocProf","A",41,33,"Male",92737,"Yale"
"Prof","A",45,45,"Male",111687,"Yale"
"Prof","A",31,26,"Male",125337,"Yale"
"Prof","A",31,31,"Male",130137,"Yale"
"Prof","A",37,35,"Male",103137,"Yale"
"Prof","A",36,30,"Male",138937,"Yale"
"Prof","A",43,43,"Male",148077,"Yale"
"Prof","A",14,10,"Male",108487,"Yale"
"Prof","A",47,44,"Male",93787,"Yale"
"Prof","A",13,7,"Male",107837,"Yale"
"Prof","A",42,40,"Male",147387,"Yale"
"Prof","A",42,18,"Male",198937,"Yale"
"AsstProf","A",4,1,"Male",77137,"Yale"
"AsstProf","A",8,4,"Male",78137,"Yale"
"AsstProf","A",8,3,"Female",82637,"Yale"
"Prof","A",12,6,"Male",97137,"Yale"
"Prof","A",52,48,"Male",111337,"Yale"
"Prof","A",31,27,"Male",167337,"Yale"
"Prof","A",24,18,"Male",111237,"Yale"
"Prof","A",46,46,"Male",104737,"Yale"
"Prof","A",39,38,"Male",137084,"Stanford"
"Prof","A",37,27,"Male",104184,"Stanford"
"Prof","A",51,51,"Male",58384,"Stanford"
"Prof","A",45,43,"Male",156449,"Stanford"
"AssocProf","A",8,6,"Male",89234,"Stanford"
"AssocProf","A",49,49,"Male",82384,"Stanford"
"Prof","A",28,27,"Male",116384,"Stanford"
"AsstProf","A",2,0,"Male",85584,"Stanford"
"Prof","A",29,27,"Male",151084,"Stanford"
"AsstProf","A",8,5,"Male",74584,"Stanford"
"Prof","A",33,7,"Male",175084,"Stanford"
"Prof","A",32,28,"Male",169084,"Stanford"
"Prof","A",39,9,"Male",184384,"Stanford"
"AssocProf","A",11,1,"Male",105384,"Stanford"
"Prof","A",19,7,"Male",107884,"Stanford"
"Prof","A",40,36,"Male",97734,"Stanford"
"Prof","A",18,18,"Male",126884,"Stanford"
"Prof","A",17,11,"Male",149384,"Stanford"
"Prof","A",49,43,"Male",72884,"Stanford"
"AssocProf","A",45,39,"Male",71284,"Stanford"
"Prof","A",39,36,"Male",89184,"Stanford"
"Prof","A",27,16,"Male",127684,"Stanford"
"Prof","A",28,13,"Male",171084,"Stanford"
"Prof","A",14,4,"Male",105844,"Stanford"
"Prof","A",46,44,"Male",144634,"Stanford"
"Prof","A",33,31,"Male",111934,"Stanford"
"AsstProf","A",7,4,"Male",75084,"Stanford"
"Prof","A",31,28,"Male",123084,"Stanford"
"AsstProf","A",5,0,"Male",74584,"Stanford"
"Prof","A",22,15,"Male",167384,"Stanford"
"Prof","A",20,7,"Male",92634,"Stanford"
"Prof","A",14,9,"Male",108684,"Stanford"
"Prof","A",29,19,"Male",94934,"Stanford"
"Prof","A",35,35,"Male",100935,"Stanford"
"Prof","A",22,6,"Male",147384,"Stanford"
"AsstProf","B",6,3,"Male",85300,"Stanford"
"AssocProf","B",12,9,"Female",71649,"Stanford"
"Prof","B",46,45,"Male",68143,"Stanford"
"Prof","B",16,16,"Male",135134,"Stanford"
"Prof","B",16,15,"Male",135611,"Stanford"
"Prof","B",24,23,"Male",96763,"Penn State"
"AssocProf","B",9,9,"Male",87977,"Penn State"
"AssocProf","B",13,11,"Male",118766,"Penn State"
"Prof","B",24,15,"Female",153436,"Penn State"
"Prof","B",30,31,"Male",154556,"Penn State"
"AsstProf","B",8,4,"Male",76835,"Penn State"
"Prof","B",23,15,"Male",117049,"Penn State"
"Prof","B",37,37,"Male",143985,"Penn State"
"AssocProf","B",10,10,"Male",91582,"Penn State"
"Prof","B",23,23,"Male",127113,"Penn State"
"Prof","B",49,60,"Male",184588,"Penn State"
"Prof","B",20,9,"Male",108853,"Penn State"
"Prof","B",18,10,"Female",97785,"Penn State"
"Prof","B",33,19,"Male",137433,"Penn State"
"AssocProf","B",19,6,"Female",96877,"Penn State"
"Prof","B",36,38,"Male",143780,"Penn State"
"Prof","B",35,23,"Male",90388,"Penn State"
"Prof","B",13,12,"Male",137335,"Penn State"
"Prof","B",32,25,"Male",120799,"Penn State"
"Prof","B",37,15,"Male",129652,"Penn State"
"Prof","B",13,11,"Male",98566,"Penn State"
"Prof","B",17,17,"Female",116647,"Penn State"
"Prof","B",38,38,"Male",106931,"Penn State"
"Prof","B",31,31,"Male",154485,"Penn State"
"Prof","B",32,35,"Male",142711,"Penn State"
"Prof","B",15,10,"Male",100321,"Penn State"
"Prof","B",41,27,"Male",134358,"Penn State"
"Prof","B",39,33,"Male",120585,"Penn State"
"AsstProf","B",4,3,"Male",72474,"Penn State"
"Prof","B",27,28,"Male",136644,"Penn State"
"Prof","B",56,49,"Male",179295,"Penn State"
"Prof","B",38,38,"Male",85854,"Penn State"
"Prof","B",26,27,"Male",134835,"Penn State"
"Prof","B",22,20,"Male",130335,"Penn State"
"AsstProf","B",8,1,"Male",75935,"Penn State"
"Prof","B",25,21,"Male",137363,"Penn State"
"Prof","A",49,40,"Male",81044,"Penn State"
"Prof","A",39,35,"Male",99644,"Penn State"
"Prof","A",28,14,"Female",102289,"Penn State"
"AsstProf","A",11,4,"Male",71120,"Penn State"
"Prof","A",14,11,"Male",119669,"Northwestern"
"Prof","A",23,15,"Female",107369,"Northwestern"
"Prof","A",30,30,"Male",136494,"Northwestern"
"AssocProf","A",20,17,"Male",79008,"Northwestern"
"Prof","A",43,43,"Male",203223,"Northwestern"
"Prof","A",43,40,"Male",98759,"Northwestern"
"Prof","A",15,10,"Male",113158,"Northwestern"
"AssocProf","A",10,1,"Male",106136,"Northwestern"
"Prof","A",35,30,"Male",129673,"Northwestern"
"Prof","A",33,31,"Male",132413,"Northwestern"
"AssocProf","A",13,8,"Male",75905,"Northwestern"
"Prof","A",23,20,"Male",108238,"Northwestern"
"Prof","A",12,7,"Male",107430,"Northwestern"
"Prof","A",30,26,"Male",134383,"Northwestern"
"Prof","A",27,19,"Male",100998,"Northwestern"
"Prof","A",28,26,"Male",101372,"Northwestern"
"AsstProf","A",4,1,"Male",72579,"Northwestern"
"AsstProf","A",6,3,"Male",74804,"Northwestern"
"Prof","A",38,38,"Male",148403,"Northwestern"
"AssocProf","A",11,8,"Male",101844,"Northwestern"
"AsstProf","A",8,3,"Male",73719,"Northwestern"
"Prof","A",27,23,"Male",170228,"Northwestern"
"AssocProf","A",8,5,"Male",84618,"Northwestern"
"Prof","A",44,44,"Male",102723,"Northwestern"
"Prof","A",27,21,"Male",122915,"Northwestern"
"Prof","A",15,9,"Male",112053,"Northwestern"
"Prof","A",29,27,"Male",136942,"Northwestern"
"Prof","A",29,15,"Male",107028,"Northwestern"
"Prof","A",38,36,"Male",117173,"Northwestern"
"Prof","A",33,18,"Male",183746,"Northwestern"
"Prof","A",40,19,"Male",164328,"Northwestern"
"Prof","A",30,19,"Male",149015,"Northwestern"
"Prof","A",33,30,"Male",100829,"Northwestern"
"Prof","A",31,19,"Male",148287,"Northwestern"
"Prof","A",42,25,"Male",99461,"Northwestern"
"Prof","A",25,15,"Male",93052,"Northwestern"
"AsstProf","A",8,4,"Male",78758,"Northwestern"
